
商品UID      SKU                  更新庫存      
8172       GM01025UW093X        24        
8173       GM01073BP1201        0         
8174       GM01010WL0025        0         
8175       GM01122UWRD0F        56        
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        2         
8196       GM01147BP1901        20        
8197       GM01130UW192X        14        
8198       GM01130UW193X        27        
8247       GM01031UW013X        8         
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        42        
8427       GM01139UW230L        15        
8428       GM01139UW23XL        25        
8429       GM01139UW232X        59        
8442       GM01150UW010F        420       
8444       GM01150UW190F        81        
8446       GM20010UW010S        96        
8448       GM20010UW010M        152       
8450       GM20010UW010L        93        
8452       GM20010UW01XL        50        
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        1522      
8462       GM20008UW012X        65        
8464       GM20009UW012X        0         
8466       GM20008UW010L        1382      
8468       GM20008UW010M        1531      
8479       GM01105UW110S        0         
8492       GM01031UW010S        13        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        8         
8500       GM01010WL0010        391       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        217       
8539       GM01132UW013X        49        
8541       GM01134UW170S        151       
8542       GM01134UW173X        17        
8544       GM01087UW01XS        143       
8547       GM01087UW010S        247       
8549       GM01087UW013X        18        
8551       GM01129UW170S        93        
8553       GM01129UW173X        17        
8555       GM01126UW010S        87        
8557       GM01126UW013X        150       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        110       
8782       GM20011WU13XL        99        
8784       GM20011WU130L        93        
8786       GM20011WU130M        126       
8788       GM20012WU09XL        129       
8790       GM20012WU090M        61        
8817       GM20015BW0015        103       
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        153       
8842       GM20016BW0008        387       
8844       GM01012PS00          455       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        0         
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       0         
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        59        
9126       GM20021UW110F        0         
✅ 更新通知email已成功發送

✅ 已成功更新 348 筆商品並發送通知郵件

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        850       
7810       GM01088UW190M        844       
7811       GM01088UW190L        680       
7812       GM01087UW010L        413       
7813       GM01087UW01XL        231       
7814       GM01088UW19XL        313       
7815       GM01088UW192X        191       
7816       GM01087UW012X        57        
7818       GM01022UW020M        24        
7819       GM01032UW020S        0         
7820       GM01022UW020L        50        
7821       GM01022UW020S        37        
7822       GM01022UW023X        8         
7823       GM01022UW02XL        43        
7824       GM01020UW010S        48        
7825       GM01020UW010M        351       
7826       GM01020UW010L        369       
7827       GM01020UW01XL        274       
7828       GM01020UW012X        3         
7829       GM01021UW160S        6         
7830       GM01021UW160M        0         
7831       GM01021UW160L        0         
7832       GM01021UW16XL        0         
7833       GM01021UW162X        64        
7834       GM01021UW163X        20        
7835       GM01018UW010S        113       
7836       GM01018UW010M        31        
7837       GM01018UW010L        102       
7838       GM01018UW01XL        36        
7839       GM01018UW012X        40        
7840       GM01018UW013X        53        
7841       GM01023UW010S        10        
7842       GM01023UW010M        136       
7843       GM01023UW010L        123       
7844       GM01023UW01XL        104       
7845       GM01023UW012X        38        
7846       GM01023UW013X        49        
7847       GM01111UWW10F        971       
7848       GM01122UW182X        41        
7849       GM01122UW180L        33        
7850       GM01111UWP10F        276       
7851       GM01111UWP20F        978       
7852       GM01122UW18XL        456       
7853       GM01037BP9901        70        
7854       GM01010WL9925        0         
7855       GM18001PS0001        11        
7856       GM01085BP0001        61        
7861       GM01006OW010S        0         
7862       GM01006OW010M        3         
7863       GM01006OW01XL        28        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        0         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        190       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        63        
7873       GM01107UW010M        88        
7874       GM01107UW010L        431       
7875       GM01107UW01XL        284       
7876       GM01107UW012X        21        
7877       GM01109UW012X        8         
7878       GM01110UW180M        0         
7879       GM01110UW18XL        1         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        12        
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        111       
7915       GM01109UW010M        24        
7916       GM01109UW010L        64        
7917       GM01109UW01XL        78        
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        19        
7921       GM01022UW022X        80        
7922       GM01086UW012X        223       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        192       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        12        
7938       GM01091OW010L        44        
7939       GM01091OW01XL        16        
7940       GM01092OW01XL        13        
7946       GM01006OW010L        6         
7947       GM01016OW170S        0         
7948       GM01016OW170M        10        
7949       GM01016OW170L        2         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
7954       GM01007OW01XL        0         
7980       GM01122UW180M        442       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        63        
7986       GM01024UW133X        238       
7987       GM01072CS0119        14        
7988       GM01072CS0123        14        
7989       GM01072CS0128        8         
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
8005       GM01029CS0123        9         
8006       GM01030CS0128        14        
8007       GM01029CS1123        14        
8008       GM01030CS1128        15        
8009       GM01030CS1028        15        
8010       GM01029CS1723        8         
8011       GM01030CS1728        11        
8012       GM01029CS0323        5         
8013       GM01030CS0328        13        
8014       GM01029CS1023        8         
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        5         
8038       GM11112UW0104        6         
8039       GM01092OW010M        10        
8040       GM01123UW080M        130       
8041       GM01123UW080L        167       
8042       GM01123UW08XL        126       
8043       GM01123UW082X        12        
8044       GM01125UW180M        384       
8045       GM01125UW180L        156       
8046       GM01125UW18XL        38        
8047       GM01125UW182X        47        
8048       GM01124UW130M        279       
8049       GM01124UW130L        337       
8050       GM01124UW13XL        207       
8051       GM01124UW132X        14        
8052       GM01129UW170M        44        
8053       GM01129UW170L        0         
8054       GM01129UW17XL        35        
8055       GM01129UW172X        9         
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        349       
8061       GM01126UW010L        385       
8062       GM01126UW01XL        289       
8063       GM01126UW012X        43        
8064       GM01127UW170M        220       
8065       GM01127UW170L        165       
8066       GM01127UW17XL        64        
8067       GM01127UW172X        77        
8068       GM01032UW020M        0         
8069       GM01132UW010M        144       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        241       
8075       GM01132UW01XL        146       
8076       GM01133UW190M        50        
8077       GM01133UW190L        206       
8078       GM01133UW19XL        86        
8079       GM01133UW192X        120       
8080       GM01134UW170M        106       
8081       GM01136UW170L        136       
8082       GM01136UW17XL        115       
8083       GM01136UW172X        48        
8084       GM01134UW170L        76        
8085       GM01134UW17XL        174       
8086       GM01134UW172X        20        
8087       GM01135UW190M        20        
8088       GM01136UW170M        174       
8089       GM01138UW010S        132       
8090       GM01138UW010M        164       
8091       GM01138UW010L        244       
8092       GM01138UW01XL        129       
8093       GM01138UW012X        62        
8094       GM01138UW013X        160       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        6         
8117       GM01002UW010M        0         
8118       GM01130UW19XL        64        
8119       GM01130UW190L        257       
8120       GM01130UW190M        117       
8121       GM01130UW190S        0         
8134       GM01053BP0102        0         
8136       GM01144UW110S        34        
8138       GM01144UW110M        142       
8140       GM01144UW110L        90        
8142       GM01144UW11XL        17        
8144       GM01145UW040S        55        
8146       GM01145UW040M        124       
8148       GM01145UW040L        85        
8150       GM01145UW04XL        20        
8152       GM01146UWW104        218       
8154       GM01146UWP204        18        
8155       GM01132UW012X        139       
8156       GM01135UW190L        42        
8157       GM01135UW19XL        7         
8158       GM01137UW130M        0         
8159       GM01137UW130L        0         
8160       GM01137UW13XL        0         
8161       GM01137UW132X        4         
8162       GM01135UW192X        22        
8166       GM01140UW080M        41        
8169       GM01140UW080L        41        
8170       GM01140UW08XL        41        
8171       GM01140UW082X        120       
8172       GM01025UW093X        24        
8173       GM01073BP1201        0         
8174       GM01010WL0025        0         
8175       GM01122UWRD0F        55        
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        0         
8196       GM01147BP1901        19        
8197       GM01130UW192X        14        
8198       GM01130UW193X        27        
8247       GM01031UW013X        8         
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        42        
8427       GM01139UW230L        13        
8428       GM01139UW23XL        23        
8429       GM01139UW232X        59        
8442       GM01150UW010F        414       
8444       GM01150UW190F        41        
8446       GM20010UW010S        96        
8448       GM20010UW010M        152       
8450       GM20010UW010L        93        
8452       GM20010UW01XL        50        
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        1522      
8462       GM20008UW012X        65        
8464       GM20009UW012X        0         
8466       GM20008UW010L        1379      
8468       GM20008UW010M        1531      
8479       GM01105UW110S        0         
8492       GM01031UW010S        13        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        8         
8500       GM01010WL0010        391       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        215       
8539       GM01132UW013X        49        
8541       GM01134UW170S        151       
8542       GM01134UW173X        17        
8544       GM01087UW01XS        143       
8547       GM01087UW010S        247       
8549       GM01087UW013X        18        
8551       GM01129UW170S        91        
8553       GM01129UW173X        17        
8555       GM01126UW010S        87        
8557       GM01126UW013X        150       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        110       
8782       GM20011WU13XL        99        
8784       GM20011WU130L        93        
8786       GM20011WU130M        125       
8788       GM20012WU09XL        129       
8790       GM20012WU090M        61        
8817       GM20015BW0015        100       
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        153       
8842       GM20016BW0008        386       
8844       GM01012PS00          455       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        0         
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       0         
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        58        
9126       GM20021UW110F        0         
✅ 更新通知email已成功發送

✅ 已成功更新 348 筆商品並發送通知郵件

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        849       
7810       GM01088UW190M        844       
7811       GM01088UW190L        679       
7812       GM01087UW010L        410       
7813       GM01087UW01XL        228       
7814       GM01088UW19XL        313       
7815       GM01088UW192X        191       
7816       GM01087UW012X        57        
7818       GM01022UW020M        87        
7819       GM01032UW020S        0         
7820       GM01022UW020L        44        
7821       GM01022UW020S        37        
7822       GM01022UW023X        8         
7823       GM01022UW02XL        39        
7824       GM01020UW010S        47        
7825       GM01020UW010M        349       
7826       GM01020UW010L        357       
7827       GM01020UW01XL        266       
7828       GM01020UW012X        2         
7829       GM01021UW160S        6         
7830       GM01021UW160M        0         
7831       GM01021UW160L        0         
7832       GM01021UW16XL        0         
7833       GM01021UW162X        64        
7834       GM01021UW163X        20        
7835       GM01018UW010S        113       
7836       GM01018UW010M        86        
7837       GM01018UW010L        98        
7838       GM01018UW01XL        34        
7839       GM01018UW012X        40        
7840       GM01018UW013X        53        
7841       GM01023UW010S        10        
7842       GM01023UW010M        133       
7843       GM01023UW010L        113       
7844       GM01023UW01XL        100       
7845       GM01023UW012X        38        
7846       GM01023UW013X        48        
7847       GM01111UWW10F        938       
7848       GM01122UW182X        41        
7849       GM01122UW180L        32        
7850       GM01111UWP10F        238       
7851       GM01111UWP20F        952       
7852       GM01122UW18XL        456       
7853       GM01037BP9901        57        
7854       GM01010WL9925        0         
7855       GM18001PS0001        11        
7856       GM01085BP0001        61        
7861       GM01006OW010S        0         
7862       GM01006OW010M        3         
7863       GM01006OW01XL        28        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        0         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        190       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        63        
7873       GM01107UW010M        85        
7874       GM01107UW010L        428       
7875       GM01107UW01XL        278       
7876       GM01107UW012X        21        
7877       GM01109UW012X        8         
7878       GM01110UW180M        0         
7879       GM01110UW18XL        1         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        12        
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        111       
7915       GM01109UW010M        22        
7916       GM01109UW010L        59        
7917       GM01109UW01XL        73        
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        19        
7921       GM01022UW022X        80        
7922       GM01086UW012X        219       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        192       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        12        
7938       GM01091OW010L        44        
7939       GM01091OW01XL        16        
7940       GM01092OW01XL        13        
7946       GM01006OW010L        6         
7947       GM01016OW170S        0         
7948       GM01016OW170M        10        
7949       GM01016OW170L        2         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
7954       GM01007OW01XL        0         
7980       GM01122UW180M        442       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        63        
7986       GM01024UW133X        238       
7987       GM01072CS0119        7         
7988       GM01072CS0123        14        
7989       GM01072CS0128        8         
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
8005       GM01029CS0123        9         
8006       GM01030CS0128        14        
8007       GM01029CS1123        14        
8008       GM01030CS1128        14        
8009       GM01030CS1028        15        
8010       GM01029CS1723        8         
8011       GM01030CS1728        11        
8012       GM01029CS0323        4         
8013       GM01030CS0328        12        
8014       GM01029CS1023        8         
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        5         
8038       GM11112UW0104        6         
8039       GM01092OW010M        10        
8040       GM01123UW080M        130       
8041       GM01123UW080L        165       
8042       GM01123UW08XL        126       
8043       GM01123UW082X        12        
8044       GM01125UW180M        382       
8045       GM01125UW180L        155       
8046       GM01125UW18XL        38        
8047       GM01125UW182X        47        
8048       GM01124UW130M        279       
8049       GM01124UW130L        334       
8050       GM01124UW13XL        207       
8051       GM01124UW132X        14        
8052       GM01129UW170M        43        
8053       GM01129UW170L        0         
8054       GM01129UW17XL        33        
8055       GM01129UW172X        8         
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        348       
8061       GM01126UW010L        382       
8062       GM01126UW01XL        289       
8063       GM01126UW012X        43        
8064       GM01127UW170M        220       
8065       GM01127UW170L        163       
8066       GM01127UW17XL        64        
8067       GM01127UW172X        76        
8068       GM01032UW020M        0         
8069       GM01132UW010M        143       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        241       
8075       GM01132UW01XL        146       
8076       GM01133UW190M        50        
8077       GM01133UW190L        205       
8078       GM01133UW19XL        86        
8079       GM01133UW192X        120       
8080       GM01134UW170M        106       
8081       GM01136UW170L        134       
8082       GM01136UW17XL        111       
8083       GM01136UW172X        48        
8084       GM01134UW170L        75        
8085       GM01134UW17XL        174       
8086       GM01134UW172X        20        
8087       GM01135UW190M        20        
8088       GM01136UW170M        173       
8089       GM01138UW010S        132       
8090       GM01138UW010M        162       
8091       GM01138UW010L        239       
8092       GM01138UW01XL        129       
8093       GM01138UW012X        62        
8094       GM01138UW013X        160       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        6         
8117       GM01002UW010M        0         
8118       GM01130UW19XL        61        
8119       GM01130UW190L        245       
8120       GM01130UW190M        116       
8121       GM01130UW190S        0         
8134       GM01053BP0102        0         
8136       GM01144UW110S        34        
8138       GM01144UW110M        141       
8140       GM01144UW110L        90        
8142       GM01144UW11XL        17        
8144       GM01145UW040S        55        
8146       GM01145UW040M        123       
8148       GM01145UW040L        85        
8150       GM01145UW04XL        20        
8152       GM01146UWW104        208       
8154       GM01146UWP204        7         
8155       GM01132UW012X        139       
8156       GM01135UW190L        42        
8157       GM01135UW19XL        7         
8158       GM01137UW130M        0         
8159       GM01137UW130L        0         
8160       GM01137UW13XL        0         
8161       GM01137UW132X        4         
8162       GM01135UW192X        22        
8166       GM01140UW080M        38        
8169       GM01140UW080L        39        
8170       GM01140UW08XL        41        
8171       GM01140UW082X        120       
8172       GM01025UW093X        22        
8173       GM01073BP1201        0         
8174       GM01010WL0025        0         
8175       GM01122UWRD0F        155       
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        0         
8196       GM01147BP1901        18        
8197       GM01130UW192X        14        
8198       GM01130UW193X        27        
8247       GM01031UW013X        8         
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        42        
8427       GM01139UW230L        13        
8428       GM01139UW23XL        23        
8429       GM01139UW232X        59        
8442       GM01150UW010F        414       
8444       GM01150UW190F        13        
8446       GM20010UW010S        94        
8448       GM20010UW010M        152       
8450       GM20010UW010L        93        
8452       GM20010UW01XL        50        
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        1516      
8462       GM20008UW012X        65        
8464       GM20009UW012X        0         
8466       GM20008UW010L        1375      
8468       GM20008UW010M        1531      
8479       GM01105UW110S        0         
8492       GM01031UW010S        13        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        8         
8500       GM01010WL0010        366       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        215       
8539       GM01132UW013X        49        
8541       GM01134UW170S        151       
8542       GM01134UW173X        17        
8544       GM01087UW01XS        143       
8547       GM01087UW010S        247       
8549       GM01087UW013X        17        
8551       GM01129UW170S        91        
8553       GM01129UW173X        17        
8555       GM01126UW010S        87        
8557       GM01126UW013X        150       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        93        
8782       GM20011WU13XL        94        
8784       GM20011WU130L        89        
8786       GM20011WU130M        113       
8788       GM20012WU09XL        118       
8790       GM20012WU090M        48        
8817       GM20015BW0015        97        
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        153       
8842       GM20016BW0008        364       
8844       GM01012PS00          455       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        0         
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       80        
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        58        
9126       GM20021UW110F        0         
✅ 更新通知email已成功發送

✅ 已成功更新 348 筆商品並發送通知郵件

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        849       
7810       GM01088UW190M        844       
7811       GM01088UW190L        675       
7812       GM01087UW010L        410       
7813       GM01087UW01XL        228       
7814       GM01088UW19XL        313       
7815       GM01088UW192X        189       
7816       GM01087UW012X        57        
7818       GM01022UW020M        78        
7819       GM01032UW020S        0         
7820       GM01022UW020L        36        
7821       GM01022UW020S        55        
7822       GM01022UW023X        8         
7823       GM01022UW02XL        55        
7824       GM01020UW010S        47        
7825       GM01020UW010M        345       
7826       GM01020UW010L        349       
7827       GM01020UW01XL        85        
7828       GM01020UW012X        20        
7829       GM01021UW160S        6         
7830       GM01021UW160M        0         
7831       GM01021UW160L        0         
7832       GM01021UW16XL        0         
7833       GM01021UW162X        63        
7834       GM01021UW163X        20        
7835       GM01018UW010S        113       
7836       GM01018UW010M        84        
7837       GM01018UW010L        89        
7838       GM01018UW01XL        20        
7839       GM01018UW012X        39        
7840       GM01018UW013X        53        
7841       GM01023UW010S        10        
7842       GM01023UW010M        129       
7843       GM01023UW010L        113       
7844       GM01023UW01XL        100       
7845       GM01023UW012X        38        
7846       GM01023UW013X        48        
7847       GM01111UWW10F        920       
7848       GM01122UW182X        41        
7849       GM01122UW180L        11        
7850       GM01111UWP10F        218       
7851       GM01111UWP20F        931       
7852       GM01122UW18XL        386       
7853       GM01037BP9901        28        
7854       GM01010WL9925        0         
7855       GM18001PS0001        9         
7856       GM01085BP0001        61        
7861       GM01006OW010S        0         
7862       GM01006OW010M        2         
7863       GM01006OW01XL        28        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        0         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        190       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        63        
7873       GM01107UW010M        84        
7874       GM01107UW010L        425       
7875       GM01107UW01XL        274       
7876       GM01107UW012X        20        
7877       GM01109UW012X        8         
7878       GM01110UW180M        0         
7879       GM01110UW18XL        1         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        12        
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        111       
7915       GM01109UW010M        21        
7916       GM01109UW010L        57        
7917       GM01109UW01XL        70        
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        19        
7921       GM01022UW022X        79        
7922       GM01086UW012X        219       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        192       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        12        
7938       GM01091OW010L        44        
7939       GM01091OW01XL        16        
7940       GM01092OW01XL        13        
7946       GM01006OW010L        6         
7947       GM01016OW170S        0         
7948       GM01016OW170M        10        
7949       GM01016OW170L        2         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
